speed_mps,a00,a01,a10,a11,b00,b10,continuous_pole_1_real,continuous_pole_1_imag,continuous_pole_2_real,continuous_pole_2_imag,discrete_pole_radius_max,beta_dc_gain_rad_per_rad,yaw_rate_dc_gain_per_s,kinematic_yaw_gain_per_s,controllability_sigma_min,controllability_condition,a_condition,ad_condition
11.9,-8.96358543417367,-0.8493515053080056,12.8,-10.756302521008404,4.481792717086835,38.4,-9.859943977591037,3.1730491060784374,-9.859943977591037,-3.1730491060784374,0.9061055851978713,0.1453340934557394,3.7429475712123295,4.25,3.289645189465789,110.9798956423222,3.0312377134909436,1.1283427724482094
12.0,-8.88888888888889,-0.8518518518518519,12.8,-10.666666666666666,4.444444444444445,38.4,-9.777777777777779,3.1801855679997013,-9.777777777777779,-3.1801855679997013,0.9068504036761394,0.1390134529147987,3.7668161434977585,4.285714285714286,3.3294593701851727,108.75112070093348,3.052675642528181,1.1282899654967555
12.1,-8.81542699724518,-0.8542904628554516,12.8,-10.578512396694215,4.40771349862259,38.4,-9.696969696969695,3.187130432397172,-9.696969696969695,-3.187130432397172,0.9075835082471246,0.13266559074521092,3.790525364801705,4.321428571428571,3.369150316205419,106.59399975240473,3.0741696601101927,1.1282384507155057
12.2,-8.743169398907105,-0.856669354116277,12.8,-10.491803278688524,4.371584699453552,38.4,-9.617486338797814,3.1938906714708466,-9.617486338797814,-3.1938906714708466,0.9083051728613356,0.12629099069928393,3.8140750086531265,4.357142857142857,3.4087204208585735,104.50534949908722,3.0957186028157846,1.1281881863695755
12.3,-8.672086720867208,-0.8589904598232975,12.8,-10.40650406504065,4.336043360433604,38.4,-9.539295392953928,3.20047293455136,-9.539295392953928,-3.20047293455136,0.9090156630004265,0.11989013529737837,3.8374648664157753,4.392857142857143,3.448171997690692,102.48216789045162,3.1173213090427243,1.1281391323924754
12.4,-8.602150537634408,-0.8612556364897677,12.8,-10.32258064516129,4.301075268817204,38.4,-9.46236559139785,3.206883566384627,-9.46236559139785,-3.206883566384627,0.9097152360016453,0.11346350575990763,3.8606947471422854,4.428571428571429,3.4875072836182683,100.521621536007,3.138976619135447,1.128091250306843
12.5,-8.533333333333333,-0.8634666666666666,12.8,-10.24,4.266666666666667,38.4,-9.386666666666667,3.213128624184777,-9.386666666666667,-3.213128624184777,0.9104041413674943,0.10701158194049522,3.883764477425619,4.464285714285714,3.52672844193774,98.62103414795068,3.1606833755152834,1.1280445031495299
12.6,-8.465608465608465,-0.8656252624506593,12.8,-10.158730158730158,4.232804232804233,38.4,-9.312169312169313,3.2192138935520616,-9.312169312169313,-3.2192138935520616,0.9110826210613803,0.10053484226029014,3.9066739012479657,4.5,3.565837565195891,96.77787591681464,3.182440422812813,1.1279988554007678
12.7,-8.398950131233596,-0.8677330687994709,12.8,-10.078740157480315,4.199475065616798,38.4,-9.238845144356956,3.2251449033436845,-9.238845144356956,-3.2251449033436845,0.911750909789989,0.09403376364344589,3.929422879827176,4.535714285714286,3.6048366779292387,94.98975373359113,3.2042466080020313,1.1279542729171683
12.8,-8.333333333333334,-0.8697916666666667,12.8,-10.0,4.166666666666667,38.4,-9.166666666666668,3.2309269395776954,-9.166666666666668,-3.2309269395776954,0.9124092352730778,0.08750882145377517,3.952011291460832,4.571428571428572,3.643727739278215,93.25440218090398,3.226100780536032,1.1279107228683147
12.9,-8.268733850129198,-0.8718025759669892,12.8,-9.922480620155039,4.134366925064599,38.4,-9.095607235142118,3.236565058443092,-9.095607235142118,-3.236565058443092,0.9130578185013262,0.08096048943258059,3.974439031368029,4.607142857142858,3.682512645483839,91.56967522371566,3.24800179248389,1.1278681736767344
13.0,-8.205128205128204,-0.873767258382643,12.8,-9.846153846153847,4.102564102564102,38.4,-9.025641025641026,3.242064098482929,-9.025641025641026,-3.242064098482929,0.913696873982864,0.07438923963766154,3.9967060115289597,4.642857142857143,3.7211932322721513,89.93353853718891,3.2699484986685206,1.1278265949610389
13.1,-8.142493638676845,-0.8756871200202008,12.8,-9.770992366412214,4.071246819338422,38.4,-8.956743002544531,3.2474286920115194,-8.956743002544531,-3.2474286920115194,0.9143266099790478,0.06779554238351256,4.018812160522401,4.678571428571429,3.759771277132719,88.3440624155574,3.291939756805203,1.1277859574820541
13.2,-8.080808080808081,-0.8775635139271503,12.8,-9.696969696969697,4.040404040404041,38.4,-8.88888888888889,3.2526632758216754,-8.88888888888889,-3.2526632758216754,0.9149472287300311,0.061179866182708986,4.040757423361176,4.714285714285714,3.7982485014963947,86.79941521145517,3.3139744276405736,1.12774623309175
13.3,-8.020050125313283,-0.8793977424764919,12.8,-9.62406015037594,4.010025062656641,38.4,-8.822055137844611,3.257772101233252,-8.822055137844611,-3.257772101233252,0.9155589266706371,0.05454267768847464,4.062541761325671,4.750000000000001,3.8366265728175355,85.29785726010245,3.3360513750918077,1.1277073946848164
13.4,-7.960199004975125,-0.881191059627237,12.8,-9.552238805970148,3.9800995024875623,38.4,-8.756218905472636,3.2627592435300166,-8.756218905472636,-3.2627592435300166,0.916161894637019,0.04788444163845603,4.084165151795531,4.7857142857142865,3.874907106565536,83.83773524716929,3.3581694663858475,1.127669416152717
13.5,-7.901234567901234,-0.8829446730681298,12.8,-9.481481481481481,3.950617283950617,38.4,-8.691358024691356,3.267628610828056,-8.691358024691356,-3.267628610828056,0.9167563180645592,0.041205620799674235,4.10562758807956,4.821428571428572,3.913091668130287,82.41747698307803,3.3803275721984187,1.127632272340093
13.6,-7.8431372549019605,-0.8846597462514417,12.8,-9.411764705882353,3.9215686274509802,38.4,-8.627450980392156,3.2723839524154474,-8.627450980392156,-3.2723839524154474,0.9173423771774426,0.03450667591468674,4.126929079243974,4.857142857142858,3.951181774645634,81.03558655003641,3.402524566792639,1.127595939003366
13.7,-7.785888077858881,-0.886337400323228,12.8,-9.343065693430656,3.8929440389294405,38.4,-8.564476885644767,3.2770288665997227,-8.564476885644767,-3.2770288665997227,0.9179202471703055,0.027788065648933474,4.148069649939039,4.892857142857143,3.9891788967353228,79.69063979123423,3.424759328157114,1.127560392771425
13.8,-7.729468599033816,-0.8879787159560317,12.8,-9.27536231884058,3.864734299516908,38.4,-8.502415458937199,3.2815668080968137,-8.502415458937199,-3.2815668080968137,0.9184900983823429,0.021050246539278908,4.169049340224205,4.928571428571429,4.02708446018457,78.38128011448187,3.447030738143256,1.1275256111082688
13.9,-7.6738609112709835,-0.8895847350896261,12.8,-9.20863309352518,3.8369304556354917,38.4,-8.44124700239808,3.2860010949924954,-8.44124700239808,-3.2860010949924954,0.9190520964642409,0.01429367294375388,4.189868205391818,4.964285714285714,4.064899847541771,77.10621458507673,3.4693376826017563,1.127491572277505
14.0,-7.619047619047619,-0.891156462585034,12.8,-9.142857142857142,3.8095238095238093,38.4,-8.38095238095238,3.2903349153050185,-8.38095238095238,-3.2903349153050185,0.9196064025382745,0.00751879699248098,4.2105263157894735,5.0,4.102626399652891,75.86421028499228,3.4916790515179814,1.12745825530859
14.100000000000001,-7.565011820330968,-0.8926948677967239,12.8,-9.078014184397164,3.782505910165484,38.4,-8.321513002364068,3.294571333175318,-8.321513002364068,-3.294571333175318,0.9201531733518907,0.0007260685397985718,4.2310237566411155,5.0357142857142865,4.140265417132468,74.65409091750594,3.5140537391462363,1.1274256399647233
14.2,-7.511737089201878,-0.8942008860675792,12.8,-9.014084507042254,3.755868544600939,38.4,-8.262910798122066,3.298713294709333,-8.262910798122066,-3.298713294709333,0.920692561425091,-0.006084064882435257,4.251360627866942,5.071428571428571,4.177818161773683,73.47473363825033,3.5364606441427053,1.1273937067122919
