case,method,client,family,rho,worst_speed,mean_relative_a,mean_relative_b,tracking_rmse_deg_s,beta_rms_deg,steering_rms_deg,peak_steering_deg,peak_steering_rate_deg_s,peak_lateral_accel_mps2,peak_force_utilization,finite,feasible
nonlinear_all_original,M1,heavy_08,heavy,0.9669337768028746,28.0,0.05774805858687097,0.7850477939069099,0.08126783921918122,0.5010047563707104,0.8923785148619423,2.0458142227984912,1.8391342272676907,3.086255644617703,0.35863957858609347,True,True
nonlinear_all_original,M1,heavy_09,heavy,0.9649809246851975,28.0,0.050228594531741534,0.7847192800958348,0.07385277270612985,0.4233582592683357,0.9347335429187624,2.1223076171363244,1.8990007602869463,3.108737203487661,0.360351790948035,True,True
nonlinear_all_original,M1,handling_00,handling,0.9646153516651045,12.0,0.09149044073569977,0.8157572364015883,0.08448628290701903,0.27499224539224015,1.0506945919557769,2.328041883178741,2.0637984129282634,3.1609566787335805,0.3628927818910851,True,True
nonlinear_all_original,M1,handling_01,handling,0.9645786445385438,12.0,0.09000091464823622,0.8183842320564062,0.08257781027981047,0.28264981008765727,1.0450940817848713,2.3177177764467936,2.0550975646469274,3.1597659361670507,0.3627639932734639,True,True
nonlinear_all_original,M1,handling_02,handling,0.9646273026579697,12.0,0.09140872944010017,0.8137652174467441,0.08563553123469711,0.2689116739544868,1.0511167859641741,2.3288821297504056,2.0645416946575024,3.162055175158405,0.36302567056032287,True,True
nonlinear_all_original,M1,handling_03,handling,0.9648978607572415,12.0,0.11123279008940522,0.8087208463352566,0.09427008566409831,0.25530060296117557,1.1077122578453553,2.432226994255338,2.1514341382996096,3.1638264477981193,0.3628810155922828,True,True
nonlinear_all_original,M1,handling_04,handling,0.965000572181129,12.0,0.11515575506066436,0.805064432012986,0.09891435294185737,0.23183259672289647,1.1081920894762818,2.432948485834139,2.1518752473855116,3.1693553331228075,0.3633821349120623,True,True
nonlinear_all_original,M1,handling_05,handling,0.9648475736012501,12.0,0.10332935033169711,0.8157650891102329,0.09003304672116233,0.25107835046059895,1.0670329232786802,2.3573535286032903,2.088057141952308,3.167517762675769,0.3632926581673978,True,True
nonlinear_all_original,M1,handling_06,handling,0.9646129954061011,12.0,0.09431080194731459,0.8108593935365461,0.08638129729408345,0.2800910841401789,1.0736198553315202,2.370430332520482,2.0996920178584646,3.15789430457237,0.3625904696206213,True,True
nonlinear_all_original,M1,handling_07,handling,0.9645711568798925,12.0,0.09597180765600112,0.8063928000310042,0.08720488697580112,0.2928559156382473,1.0977457706594154,2.4150913000825205,2.137576621203437,3.152795550022553,0.3621004399520598,True,True
nonlinear_all_original,M1,handling_08,handling,0.9645418661186906,12.0,0.0865852906183827,0.8098456626341197,0.08547959685938923,0.26872072917883144,1.0456898776032637,2.3193404588291626,2.0568202477705797,3.160922207636607,0.3630698769080276,True,True
nonlinear_all_original,M1,handling_09,handling,0.9647992327575735,12.0,0.10106176052072618,0.812320080820046,0.09031756397456608,0.2531561679571391,1.0705160693839728,2.364079533670735,2.093900345522088,3.1658768067938086,0.36322123530647266,True,True
nonlinear_all_original,M2,nominal_00,nominal,0.9587982134434202,28.0,0.07434093140159517,0.39688664675853136,0.038933115906375104,0.31475168136116694,1.0102742529941962,2.2660870365071624,2.016985762200198,3.1297572185748055,0.36062211462026067,True,True
nonlinear_all_original,M2,nominal_01,nominal,0.9575364848805553,28.0,0.04839218030288664,0.4497779858945608,0.03188628242377813,0.3426150095830684,0.9100279398693369,2.0799121890388084,1.8595848248242548,3.1236301367975927,0.3602815869411592,True,True
nonlinear_all_original,M2,nominal_02,nominal,0.95800457357749,28.0,0.05434048461456632,0.4562826128867309,0.03176424622866342,0.34160488546620654,0.9271045926120848,2.1111279320410183,1.8854395307211542,3.1251715014702115,0.36018971421082674,True,True
