seed,epsilon,draw,tracking,feasible,rho,steering_rms,peak_rate
76,1,2,1.4772715722584226,1.0,0.9792786230429622,0.9090373300404936,1.9901682180191165
76,1,3,1.6324435099023664,1.0,0.9883980650608788,0.9301525725091647,6.602442776274708
76,1,4,0.8251562990312774,1.0,0.9947779289071388,0.8508712363871712,1.3734519514555523
76,1,5,0.8620922967109205,0.0,2.8938978585523496,3.9123688477199483,2473.7131773826763
76,1,6,1.1007193354697236,1.0,1.057928686514596,0.8879532522640019,1.7345451302570485
76,1,7,0.5400348362244334,1.0,0.9865747239479404,0.8429856340824924,1.5658160730669743
76,1,8,1.4670997451530998,1.0,0.9840156106200348,0.9498401876370367,5.592783306100699
76,1,9,0.2081760668261622,1.0,0.9753828473095744,0.810567453441201,1.1254571419591328
76,2,0,1.060153627333376,1.0,0.9822561012229204,0.8688314545183318,1.3332781997687349
76,2,1,0.31220190158040123,1.0,0.993993488869471,0.8170007307839617,1.1231945372745342
76,2,2,0.17656168576984005,1.0,0.9822835668615726,0.7991701542875503,1.1249979064763231
76,2,3,0.13748253065053948,1.0,0.9717682152992694,0.8083922487788767,1.123786456472161
76,2,4,0.08848149569208663,1.0,0.9753346860741948,0.8059067420727495,1.1274103902757475
76,2,5,1.651188512099779,1.0,1.6652173292746473,1.2607528697729804,954.4209913937848
76,2,6,0.5475283462947538,1.0,1.5656444500678008,0.8513892388256529,297.9448883307338
76,2,7,0.20495705710969753,1.0,0.9802945626590592,0.8051455134709176,1.1370412994104495
76,2,8,0.4958649471043434,1.0,0.9799579060018232,0.8259030290133822,1.1433997521309531
76,2,9,0.4788990732923208,1.0,0.9820946957783744,0.8186061302916111,1.1460737545503763
76,4,0,0.057142289916826905,1.0,0.9706304892679278,0.8034734486981162,1.1181883354795024
76,4,1,0.14319894971188415,1.0,0.9740176740015865,0.80707721043389,1.1398873416235986
76,4,2,0.09698800598258871,1.0,0.974987379938475,0.8039507524277326,1.119820599373632
76,4,3,0.1452862715680008,1.0,0.974658603943075,0.8054695401261649,1.122535401596382
76,4,4,0.1474106827437067,1.0,0.975156593225325,0.8051436327974539,1.120072651991066
76,4,5,0.369830515917988,1.0,0.9786857584956826,0.8152506950681462,1.1328278715868718
76,4,6,0.3339782672489974,1.0,0.9753822894188592,0.8131246025227903,1.1314816365393636
76,4,7,0.07331885325040358,1.0,0.9753346907830204,0.8046902806131154,1.1283238037877756
76,4,8,0.1328619600748419,1.0,0.9737254361245148,0.8050375614818708,1.1179059057523355
76,4,9,0.05450639354311138,1.0,0.9752198447081796,0.8038845105721233,1.128297727098116
76,8,0,0.024995444644193482,1.0,0.9689460388042024,0.8029666739950294,1.120317956491788
76,8,1,0.05663957969011645,1.0,0.9647618252612858,0.8053530065573637,1.123476900937565
76,8,2,0.04603236912920359,1.0,0.9630038419985908,0.8053803208160455,1.123734295594366
76,8,3,0.1049204063072121,1.0,0.9733074932842776,0.8054637756378391,1.133581069669534
76,8,4,0.07618415096066739,1.0,0.9707003978737776,0.8044853662434904,1.12291254671967
76,8,5,0.025518720491207365,1.0,0.97339535698319,0.8025277845550807,1.1215721482193994
76,8,6,0.05129978103440866,1.0,0.9675098653624732,0.8041984873978096,1.12008668933524
76,8,7,0.04345853181610082,1.0,0.9713866371571888,0.8024723931821321,1.1192787764557282
