seed,mechanism,cohort,epsilon,draw,tracking,feasible,rho
83,Broad-10,10,4,0,0.09899962694652889,1.0,0.977168078987644
83,Broad-10,10,4,1,0.16608650438390862,1.0,0.9695360163368634
83,Broad-10,10,4,2,0.05360126420941109,1.0,0.9725221983604035
83,Broad-10,10,4,3,0.10824224825452797,1.0,0.9785329662558466
83,Broad-10,10,4,4,0.5400501338791719,1.0,0.9857000410564452
83,Broad-10,10,4,5,0.10342495876280007,1.0,0.9684326150165672
83,Broad-10,10,4,6,0.2475497194704765,1.0,0.973258551585506
83,Broad-10,10,4,7,0.155446329594553,1.0,0.9661765713859516
83,Broad-10,10,4,8,0.26135590327165864,1.0,0.974623565870076
83,Broad-10,10,4,9,0.07225754875579753,1.0,0.960171428604001
83,Broad-10,10,8,0,0.09707093535749585,1.0,0.970680310805768
83,Broad-10,10,8,1,0.028708513748006353,1.0,0.9656947796902464
83,Broad-10,10,8,2,0.06336332584223474,1.0,0.9675887331406754
83,Broad-10,10,8,3,0.040888899675029365,1.0,0.9738078970939792
83,Broad-10,10,8,4,0.0836046382073876,1.0,0.976357472947049
83,Broad-10,10,8,5,0.13340919235589407,1.0,0.970328601930852
83,Broad-10,10,8,6,0.05840872941354945,1.0,0.9718332275683486
83,Broad-10,10,8,7,0.12647613488502174,1.0,0.9731831519596243
83,Broad-10,10,8,8,0.04131838474186752,1.0,0.9725519920402408
83,Broad-10,10,8,9,0.09305273056143758,1.0,0.9646315386605598
83,Broad-10,10,inf,0,0.008098758824863031,1.0,0.9682702975982168
83,Tight-10,10,2,0,0.020174452098839966,1.0,0.9663095545666592
83,Tight-10,10,2,1,0.011952403622649726,1.0,0.9696603788497864
83,Tight-10,10,2,2,0.029760029892288608,1.0,0.971657800247566
83,Tight-10,10,2,3,0.0274855270547281,1.0,0.9648711123161968
83,Tight-10,10,2,4,0.02463773983853758,1.0,0.9649513297318904
83,Tight-10,10,2,5,0.020068155209937582,1.0,0.96394343722986
83,Tight-10,10,2,6,0.020735599497052414,1.0,0.9667261405040484
83,Tight-10,10,2,7,0.027751154623893243,1.0,0.9648428464605208
83,Tight-10,10,2,8,0.01602689934439839,1.0,0.9702796648692394
83,Tight-10,10,2,9,0.017325304084648604,1.0,0.96582275050833
83,Tight-10,10,4,0,0.01922021802707152,1.0,0.9713847972206532
83,Tight-10,10,4,1,0.016804652387601877,1.0,0.965640331640649
83,Tight-10,10,4,2,0.00840246523573593,1.0,0.9683972872273332
83,Tight-10,10,4,3,0.013956224221912969,1.0,0.9705964221419572
83,Tight-10,10,4,4,0.028425744163106288,1.0,0.9627734977528436
83,Tight-10,10,4,5,0.014687969094816065,1.0,0.9640481448494884
83,Tight-10,10,4,6,0.02112588936782705,1.0,0.9640811366880327
83,Tight-10,10,4,7,0.015437073203593922,1.0,0.9657391575067632
83,Tight-10,10,4,8,0.021417051409433806,1.0,0.9656265462152714
83,Tight-10,10,4,9,0.00909790484074159,1.0,0.9683116400607216
83,Tight-10,10,8,0,0.01146532965149513,1.0,0.9665068794810944
83,Tight-10,10,8,1,0.008837456831908997,1.0,0.9674774608553208
83,Tight-10,10,8,2,0.010885014860248345,1.0,0.9670013877721548
83,Tight-10,10,8,3,0.009520903934164517,1.0,0.9688622610867084
83,Tight-10,10,8,4,0.014013109143157414,1.0,0.9701946398967988
83,Tight-10,10,8,5,0.015083275768602435,1.0,0.9654156506948662
83,Tight-10,10,8,6,0.010705097686646948,1.0,0.9676586449116228
83,Tight-10,10,8,7,0.015677318394653503,1.0,0.9690901294291704
83,Tight-10,10,8,8,0.008815748806473716,1.0,0.968892370780856
83,Tight-10,10,8,9,0.01532753626451246,1.0,0.963995232426994
83,Tight-10,10,inf,0,0.008098758824862991,1.0,0.9682702975982168
83,Tight-100,100,2,0,0.008388150048618497,1.0,0.9688300307277916
83,Tight-100,100,2,1,0.008495529765564126,1.0,0.9685066831183928
