gamma,low,time_scale,plant,severity,scenario,method,tracking
1,18,2,legacy,near_linear,shifted_double_lane,M4,0.0037439280458499173
1,18,2,legacy,strong,constant_22,M1,0.014932582844144168
1,18,2,legacy,strong,constant_22,M2,0.009955903559336881
1,18,2,legacy,strong,constant_22,M3,0.014610791363874182
1,18,2,legacy,strong,constant_22,M4,0.009757833381944364
1,18,2,legacy,strong,previous_s_curve,M1,0.021298444557434994
1,18,2,legacy,strong,previous_s_curve,M2,0.015514004523568454
1,18,2,legacy,strong,previous_s_curve,M3,0.021972489607411806
1,18,2,legacy,strong,previous_s_curve,M4,0.01610380468955125
1,18,2,legacy,strong,shifted_double_lane,M1,0.019232232861240074
1,18,2,legacy,strong,shifted_double_lane,M2,0.014270710356012935
1,18,2,legacy,strong,shifted_double_lane,M3,0.01794754145437783
1,18,2,legacy,strong,shifted_double_lane,M4,0.012964899901982128
1,18,2,vy,moderate,constant_22,M1,0.009699950066360331
1,18,2,vy,moderate,constant_22,M2,0.006474795176546392
1,18,2,vy,moderate,constant_22,M3,0.009486177725657937
1,18,2,vy,moderate,constant_22,M4,0.006331548203572352
1,18,2,vy,moderate,previous_s_curve,M1,0.01310845566179375
1,18,2,vy,moderate,previous_s_curve,M2,0.009386064270072925
1,18,2,vy,moderate,previous_s_curve,M3,0.013520312753399344
1,18,2,vy,moderate,previous_s_curve,M4,0.009750547145869164
1,18,2,vy,moderate,shifted_double_lane,M1,0.011845847042055314
1,18,2,vy,moderate,shifted_double_lane,M2,0.008790376576494752
1,18,2,vy,moderate,shifted_double_lane,M3,0.010982857769913255
1,18,2,vy,moderate,shifted_double_lane,M4,0.007850264067755196
1,18,2,vy,near_linear,constant_22,M1,0.0047843682491897814
1,18,2,vy,near_linear,constant_22,M2,0.003198041155712561
1,18,2,vy,near_linear,constant_22,M3,0.004677693466460456
1,18,2,vy,near_linear,constant_22,M4,0.0031230535693197556
1,18,2,vy,near_linear,previous_s_curve,M1,0.006295987221831352
1,18,2,vy,near_linear,previous_s_curve,M2,0.00447038536561631
1,18,2,vy,near_linear,previous_s_curve,M3,0.006491584324214559
1,18,2,vy,near_linear,previous_s_curve,M4,0.0046450247067728375
1,18,2,vy,near_linear,shifted_double_lane,M1,0.005693349671499755
1,18,2,vy,near_linear,shifted_double_lane,M2,0.004235286150856944
1,18,2,vy,near_linear,shifted_double_lane,M3,0.005258590612674559
1,18,2,vy,near_linear,shifted_double_lane,M4,0.0037425783843083277
1,18,2,vy,strong,constant_22,M1,0.014932582844144168
1,18,2,vy,strong,constant_22,M2,0.009955903559336881
1,18,2,vy,strong,constant_22,M3,0.014610791363874182
1,18,2,vy,strong,constant_22,M4,0.009757833381944364
1,18,2,vy,strong,previous_s_curve,M1,0.021313589325342726
1,18,2,vy,strong,previous_s_curve,M2,0.015522881244096662
1,18,2,vy,strong,previous_s_curve,M3,0.02198820496572821
1,18,2,vy,strong,previous_s_curve,M4,0.016113907264474765
1,18,2,vy,strong,shifted_double_lane,M1,0.019229143789949762
1,18,2,vy,strong,shifted_double_lane,M2,0.01426692772056576
1,18,2,vy,strong,shifted_double_lane,M3,0.017945331966417656
1,18,2,vy,strong,shifted_double_lane,M4,0.012960888459693428
