seed,severity,scenario,method,tracking,worst_family,feasible,peak_steering_rate,rho
13,near_linear,previous_s_curve,physics_M4,0.016314519501557167,0.016959702557079653,1.0,1.1051601537788116,0.9666888605438232
13,near_linear,shifted_double_lane,M1,0.019083178876993904,0.02574030670405685,1.0,0.914932565537607,0.9616260869322578
13,near_linear,shifted_double_lane,M2,0.017190142020827737,0.01832912978457255,1.0,0.9201941757036611,0.9651504048782016
13,near_linear,shifted_double_lane,M3,0.014497744628523641,0.01683698921694974,1.0,0.9122317605459948,0.9642652152887654
13,near_linear,shifted_double_lane,M4,0.011715994190102729,0.011882120171605273,1.0,0.9174340362960893,0.9667011180672611
13,near_linear,shifted_double_lane,M5,0.015197439270971225,0.016544621167305464,1.0,7.99215677373953,0.9667011180672611
13,near_linear,shifted_double_lane,LTI_all,0.01911968326356759,0.027882848319098465,1.0,0.9157962853081882,0.9608800255667755
13,near_linear,shifted_double_lane,LTI_near,0.01776860095099467,0.02572332231683246,1.0,0.9154267472803367,0.9597429373122899
13,near_linear,shifted_double_lane,physics_M4,0.011547166778182788,0.011759637480868359,1.0,0.917416964515335,0.9666888605438232
13,near_linear,constant_22,M1,0.013974278735603243,0.017728360500907397,1.0,0.9531051680013042,0.9616260869322578
13,near_linear,constant_22,M2,0.01159928187232778,0.011754656287486015,1.0,0.9560162867290442,0.9651504048782016
13,near_linear,constant_22,M3,0.013141846899633458,0.01498375062326036,1.0,0.9523511573530464,0.9642652152887654
13,near_linear,constant_22,M4,0.010585559033141614,0.010771825924417656,1.0,0.9552578980524234,0.9667011180672611
13,near_linear,constant_22,M5,0.01159928187232778,0.011754656287486015,1.0,0.9560162867290442,0.9667011180672611
13,near_linear,constant_22,LTI_all,0.013018101350661648,0.018710995533461623,1.0,0.9535710127905113,0.9608800255667755
13,near_linear,constant_22,LTI_near,0.01221552773376163,0.017317835217262028,1.0,0.9533466648913803,0.9597429373122899
13,near_linear,constant_22,physics_M4,0.010661722109998686,0.010805927014327008,1.0,0.9553597229213926,0.9666888605438232
13,near_linear,all,M1,0.01780730205987855,0.021221142702290932,1.0,1.0962935175848738,0.9616260869322578
13,near_linear,all,M2,0.015757883115441726,0.016213640810342468,1.0,1.100740083938769,0.9651504048782016
13,near_linear,all,M3,0.015402645770452555,0.017597185428089517,1.0,1.1003432248449825,0.9642652152887654
13,near_linear,all,M4,0.012854565644628635,0.013116894736759328,1.0,1.10465339105426,0.9667011180672611
13,near_linear,all,M5,0.015614901956725562,0.016322246429981677,1.0,11.587953099745494,0.9667011180672611
