gamma,low,high,time_scale,plant,severity,method,mean,std,worst_family,steering_rms,peak_rate,feasible
1,10,30,2,beta_noacc,strong,M2,0.021196245013793906,0.0006917291614695755,0.02244455348085086,1.2340373153382214,1.7859131124171923,1.0
1,10,30,2,beta_noacc,strong,M3,0.019014367823131057,0.001084765118465674,0.021526452934927907,1.2338286297797327,1.791583474261627,1.0
1,10,30,2,beta_noacc,strong,M4,0.012473662433931856,0.00034899702573567903,0.013200556873499395,1.2338044655603557,1.7939323953102833,1.0
1,10,30,2,legacy,moderate,M1,0.016589541643134243,0.0005557533747925414,0.020080695584571633,0.810295583152144,1.153490070605217,1.0
1,10,30,2,legacy,moderate,M2,0.013747881684030658,0.0004371794402078331,0.014615290745135224,0.8102660448694824,1.1545497456288227,1.0
1,10,30,2,legacy,moderate,M3,0.011675598098664365,0.0006883511610359,0.013215936421613736,0.8101671903721442,1.1550407428331069,1.0
1,10,30,2,legacy,moderate,M4,0.007560773966064494,0.00024537549005409435,0.008047409331934884,0.8101511429341887,1.1566098690935216,1.0
1,10,30,2,legacy,near_linear,M1,0.00813296538031241,0.0002666424533884496,0.009812508278888963,0.4019021505195572,0.5743525850548029,1.0
1,10,30,2,legacy,near_linear,M2,0.006817885548795947,0.00021303452043595065,0.0072613114935993804,0.40188918139791036,0.5749144410227327,1.0
1,10,30,2,legacy,near_linear,M3,0.0056233024801677104,0.0003350700933517973,0.006381745294373317,0.40184700830387377,0.5748357479025628,1.0
1,10,30,2,legacy,near_linear,M4,0.0036344251723036637,0.00012786595465912468,0.0038777088971614303,0.4018397646240858,0.5753188215925764,1.0
1,10,30,2,legacy,strong,M1,0.026105289964375982,0.0009043649090202366,0.031808175710617705,1.2340868668128473,1.7849118546335487,1.0
1,10,30,2,legacy,strong,M2,0.02119728094989589,0.0006919357857184187,0.022445901951626036,1.2340347916017969,1.7860546895898657,1.0
1,10,30,2,legacy,strong,M3,0.019015132017214477,0.0010849951895576047,0.021526481748657365,1.2338258270311688,1.7917236486594044,1.0
1,10,30,2,legacy,strong,M4,0.012472710389821267,0.00034930355071682406,0.013199812437659955,1.2338016831531433,1.794077600992366,1.0
1,10,30,2,vy,moderate,M1,0.016597223114934855,0.0005572066511189249,0.020095267464493353,0.8102816054368454,1.1564973205692624,1.0
1,10,30,2,vy,moderate,M2,0.01374756186761858,0.00043705606503867183,0.014614450933840395,0.8102521424680175,1.157308083682775,1.0
1,10,30,2,vy,moderate,M3,0.011691665546755051,0.0006894951972030792,0.013235593617728799,0.8101561240225825,1.1605532553571072,1.0
1,10,30,2,vy,moderate,M4,0.0075678686116286645,0.00024455346485562025,0.008055062747654839,0.8101400473926482,1.1621473192819296,1.0
1,10,30,2,vy,near_linear,M1,0.008135409571313298,0.0002671807136237343,0.009817204050524612,0.4018902958443869,0.5744079138480332,1.0
1,10,30,2,vy,near_linear,M2,0.006817578526559062,0.0002129270330037979,0.007260778115027516,0.4018773776660366,0.5749712887663037,1.0
1,10,30,2,vy,near_linear,M3,0.0056288850301439266,0.0003355169810960996,0.006387179226530139,0.40183635835855525,0.5748921703750817,1.0
1,10,30,2,vy,near_linear,M4,0.0036365634591353237,0.00012745278623697427,0.003880038139581745,0.40182911330878834,0.575376042887683,1.0
1,10,30,2,vy,strong,M1,0.026135024160080948,0.0009081021598623361,0.03186228451932672,1.2341024768175222,1.797301148242319,1.0
1,10,30,2,vy,strong,M2,0.021204161233995718,0.0006924621136331401,0.02245132602317184,1.234050554404337,1.7985198284146406,1.0
1,10,30,2,vy,strong,M3,0.01906493775785361,0.0010877021535766413,0.021586039983770462,1.2338475181681567,1.8042076934179443,1.0
1,10,30,2,vy,strong,M4,0.012499615458285332,0.0003486326552334409,0.013228420707409195,1.2338234235544836,1.806644007094521,1.0
1,18,22,1,beta_noacc,moderate,M1,0.033283871120597344,0.0008824132125291639,0.0387350894049962,0.8084972107182254,2.2404384226578995,1.0
1,18,22,1,beta_noacc,moderate,M2,0.02924759143832595,0.0005169149677049312,0.030802117884405678,0.8085797810253217,2.2573832012417747,1.0
1,18,22,1,beta_noacc,moderate,M3,0.03298942534954188,0.0008581155567746562,0.037651078581215545,0.8083846838148834,2.243086189649598,1.0
1,18,22,1,beta_noacc,moderate,M4,0.028884119077997077,0.00044913544352260886,0.03040878480517961,0.8084751630505822,2.260860654592907,1.0
1,18,22,1,beta_noacc,near_linear,M1,0.016056915319501736,0.00043214556621535725,0.018634639418943492,0.402158917325408,1.113636686420839,1.0
1,18,22,1,beta_noacc,near_linear,M2,0.014075892040736926,0.00024897436715027227,0.014827734738753918,0.40219870885725434,1.121998057787997,1.0
1,18,22,1,beta_noacc,near_linear,M3,0.015909153084981285,0.0004201124757749668,0.01809455489763402,0.402104726619512,1.1149448857359263,1.0
1,18,22,1,beta_noacc,near_linear,M4,0.013890554424330601,0.000215120626629237,0.014632786595601684,0.40214831814482366,1.1237014329680584,1.0
1,18,22,1,beta_noacc,strong,M1,0.05358449113352211,0.001375220148412957,0.06272753792164698,1.223807883279723,3.389683652171763,1.0
1,18,22,1,beta_noacc,strong,M2,0.047380732337827566,0.000839583045059427,0.0498608273373456,1.2239448944939906,3.4144470030397445,1.0
1,18,22,1,beta_noacc,strong,M3,0.05313628343204724,0.0013381767895237363,0.06108714634484484,1.2236275570889528,3.393768447779454,1.0
1,18,22,1,beta_noacc,strong,M4,0.046842285358016274,0.0007380957795144284,0.04925025139109457,1.2237772782837373,3.4197052945936943,1.0
1,18,22,1,legacy,moderate,M1,0.033284001938742896,0.0008824886173634518,0.0387360126685395,0.8084972069452517,2.2403325484431957,1.0
1,18,22,1,legacy,moderate,M2,0.029247512963376483,0.0005170065628198408,0.03080200325962113,0.8085797700460242,2.2572759335539456,1.0
1,18,22,1,legacy,moderate,M3,0.032989301188623275,0.0008581840129817715,0.03765186168448088,0.8083846583835801,2.24298031519516,1.0
1,18,22,1,legacy,moderate,M4,0.028883803144849063,0.00044922930294525774,0.030408445662228827,0.8084751308117166,2.2607533004890894,1.0
1,18,22,1,legacy,near_linear,M1,0.01605692707637873,0.0004321834557503041,0.018635028438579455,0.40215893347067266,1.1135782249037782,1.0
1,18,22,1,legacy,near_linear,M2,0.014075795788922166,0.00024901943636185015,0.014827616239640292,0.40219872104054744,1.121940432225387,1.0
1,18,22,1,legacy,near_linear,M3,0.01590903040752109,0.00042014670762651466,0.018094867457717413,0.4021047309337826,1.1148864175591815,1.0
1,18,22,1,legacy,near_linear,M4,0.013890333486505303,0.00021516658830901696,0.014632551429048884,0.4021483186525911,1.1236437628032971,1.0
1,18,22,1,legacy,strong,M1,0.05358511858748728,0.0013753316810108458,0.06272948049751423,1.2238077428633005,3.3895363687368336,1.0
1,18,22,1,legacy,strong,M2,0.047381096813426615,0.0008397266202158819,0.049861154435830835,1.223944745766127,3.4143030815193365,1.0
1,18,22,1,legacy,strong,M3,0.05313656858671466,0.001338278757410026,0.06108891529207746,1.2236273903396981,3.3936210924352053,1.0
1,18,22,1,legacy,strong,M4,0.04684233012036757,0.0007382439717221434,0.049250270513647984,1.22377710405523,3.419561182813062,1.0
1,18,22,1,vy,moderate,M1,0.033288987247675386,0.0008829481084831898,0.0387449268086935,0.8084781487629682,2.2419872767033384,1.0
1,18,22,1,vy,moderate,M2,0.029248754629416413,0.0005172718459778529,0.030803048614285115,0.8085604905878994,2.259150194190376,1.0
1,18,22,1,vy,moderate,M3,0.03299479991437655,0.0008586942218981817,0.037661763222633,0.8083659140542341,2.2446575979664254,1.0
1,18,22,1,vy,moderate,M4,0.02888464424337104,0.00044958556007791917,0.03040862560160676,0.8084561681895563,2.262625471650739,1.0
1,18,22,1,vy,near_linear,M1,0.016058252316939903,0.0004323818033555255,0.018637486828994857,0.40215001650005433,1.1143541894326714,1.0
1,18,22,1,vy,near_linear,M2,0.014075443055284992,0.0002490998285997697,0.014826874632630702,0.4021896979527024,1.1227288880731645,1.0
1,18,22,1,vy,near_linear,M3,0.015910560330897015,0.0004203718540267644,0.01809772517306225,0.4020959465454599,1.1156613392280863,1.0
1,18,22,1,vy,near_linear,M4,0.013889738355588595,0.0002152914533004855,0.014631344252852313,0.40213942901927774,1.1244310869106449,1.0
1,18,22,1,vy,strong,M1,0.053602177928708916,0.001376209345390157,0.06275868479984414,1.223774066855643,3.392685521245171,1.0
1,18,22,1,vy,strong,M2,0.04739178443056856,0.0008405051420596578,0.049873936554366595,1.2239107304444767,3.4175234875406555,1.0
1,18,22,1,vy,strong,M3,0.05315470913165756,0.0013392218566333394,0.061120202036206904,1.2235943408025505,3.3967666535540686,1.0
1,18,22,1,vy,strong,M4,0.04685268938632759,0.0007391651149611934,0.049261990400387076,1.2237437239445053,3.4227777830849835,1.0
1,18,22,2,beta_noacc,moderate,M1,0.011549906852904595,0.0005906314366774142,0.012997040481553016,0.8086491242154388,1.143615586006465,1.0
1,18,22,2,beta_noacc,moderate,M2,0.008216795135521376,0.00022572262327278698,0.008694157956736776,0.8086588771190708,1.145568276917852,1.0
1,18,22,2,beta_noacc,moderate,M3,0.01132812538529341,0.0005782871920151523,0.013216854893225938,0.8086172111452313,1.144593328465699,1.0
1,18,22,2,beta_noacc,moderate,M4,0.007977127639850864,0.00017185072494600804,0.00844462764764502,0.8086293904395883,1.1467380625078172,1.0
1,18,22,2,beta_noacc,near_linear,M1,0.005590716924885082,0.00028942875525726384,0.006292468940187377,0.40186046419159743,0.564957824796325,1.0
1,18,22,2,beta_noacc,near_linear,M2,0.0039678998843366755,0.00011235367480023152,0.0042019691044007604,0.4018654910640974,0.5659505927355747,1.0
1,18,22,2,beta_noacc,near_linear,M3,0.0054753832824022556,0.0002836131152843882,0.006410169928068153,0.4018452418016908,0.5654278278191617,1.0
1,18,22,2,beta_noacc,near_linear,M4,0.003836881904002039,8.553135632310048e-05,0.004067388140479499,0.4018514104364601,0.5665156101438872,1.0
1,18,22,2,beta_noacc,strong,M1,0.018487461829269653,0.0009192070276525624,0.020818146916322777,1.2266989004504465,1.756721316882776,1.0
1,18,22,2,beta_noacc,strong,M2,0.013246779621679045,0.00034598241641031546,0.01399755139252192,1.2267137144546474,1.7596088411007589,1.0
1,18,22,2,beta_noacc,strong,M3,0.018176816634695538,0.0008989577780912907,0.02101292681008742,1.2266464155516688,1.7583061693926327,1.0
1,18,22,2,beta_noacc,strong,M4,0.01294225493506897,0.0002642114334462638,0.01366541173002039,1.2266653259884024,1.7614898001924817,1.0
1,18,22,2,legacy,moderate,M1,0.011550066093857926,0.0005906583756995623,0.012997349024661462,0.8086493320275906,1.1436033445021807,1.0
1,18,22,2,legacy,moderate,M2,0.008216829574447995,0.00022576143794172403,0.00869422455474867,0.8086590840868404,1.1455562618002018,1.0
1,18,22,2,legacy,moderate,M3,0.011328162040442662,0.0005783114843537576,0.013216589771030018,0.8086174129890138,1.1445811461081228,1.0
1,18,22,2,legacy,moderate,M4,0.007977040185157531,0.00017188106835239333,0.008444570214401296,0.8086295917174645,1.1467260943462865,1.0
1,18,22,2,legacy,near_linear,M1,0.005590791637676053,0.0002894420317694761,0.0062925830319869635,0.40186055959732353,0.5649491540900868,1.0
1,18,22,2,legacy,near_linear,M2,0.003967914968291545,0.0001123734198439171,0.004201999993378664,0.4018655859852497,0.5659420074811005,1.0
1,18,22,2,legacy,near_linear,M3,0.005475393690199516,0.0002836250802643408,0.006410030590646358,0.4018453338641502,0.5654191790173242,1.0
1,18,22,2,legacy,near_linear,M4,0.003836833568873377,8.554699384162701e-05,0.0040673547065857175,0.40185150213719173,0.5665070400531049,1.0
1,18,22,2,legacy,strong,M1,0.018487753420939744,0.0009192481322197219,0.020818785634820706,1.2266992652581896,1.7567202244741984,1.0
1,18,22,2,legacy,strong,M2,0.013246872812972757,0.00034603972970267824,0.01399767737730039,1.226714078609837,1.7596083097242954,1.0
1,18,22,2,legacy,strong,M3,0.018176940808554608,0.0008989949426205638,0.021012583942787644,1.2266467738849287,1.7583052181734893,1.0
1,18,22,2,legacy,strong,M4,0.01294217932449258,0.00026425583971633295,0.013665345425036186,1.2266656841968488,1.7614893973635428,1.0
1,18,22,2,vy,moderate,M1,0.011551417590069798,0.0005908187904344312,0.012999207913022481,0.8086454457983839,1.1443596981890272,1.0
1,18,22,2,vy,moderate,M2,0.008217078674371357,0.0002257441012719125,0.008694523255406168,0.8086551671281492,1.1463171400744838,1.0
1,18,22,2,vy,moderate,M3,0.011329782749656845,0.0005784594511285993,0.013218700850959112,0.8086136494462762,1.1453386389219191,1.0
1,18,22,2,vy,moderate,M4,0.00797745313906557,0.0001718746040241905,0.00844501151703914,0.8086257962727406,1.147488178625201,1.0
1,18,22,2,vy,near_linear,M1,0.005591235047506963,0.00028951080290532565,0.006293196349274365,0.4018582965970735,0.5652630319440278,1.0
1,18,22,2,vy,near_linear,M2,0.003967904224061939,0.00011235647684189016,0.00420199032185655,0.40186330973936313,0.5662576156249315,1.0
1,18,22,2,vy,near_linear,M3,0.005475956134449858,0.0002836888942594502,0.006410888115554297,0.40184312128988553,0.5657334439679481,1.0
1,18,22,2,vy,near_linear,M4,0.003836885553466974,8.553705364663968e-05,0.004067394338023043,0.40184927567549533,0.5668230519971766,1.0
1,18,22,2,vy,strong,M1,0.018491771986478885,0.0009195627807785182,0.020824681012244363,1.2266953775056049,1.758319335163722,1.0
1,18,22,2,vy,strong,M2,0.013248570841333102,0.00034609269078900504,0.013999732293017523,1.2267101352071257,1.761219058987429,1.0
1,18,22,2,vy,strong,M3,0.018181442765340013,0.000899284479454326,0.021017233963521842,1.2266431486685292,1.759907437728469,1.0
1,18,22,2,vy,strong,M4,0.01294420970203752,0.00026430781065017316,0.013667715251692391,1.226662002312097,1.7631035180564631,1.0
